record,uuid,date,markers,status,quarter,QCountry,QDomestic,QGDPR,QState,QBorn,QRegion,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q110r1,Q110r2,Q110r3,Q110r4,Q110r5,Q110r6,Q110r997,Q110r998,Q110r999,Q120,Q130,Q140,Q201r1,Q201r2,Q201r3,Q201r4,Q201r5,Q201r6,Q201r7,Q201r8,Q201r9,Q201r10,Q201r11,Q201r12,Q201r13,Q201r14,Q201r15,Q201r16,Q202r1,Q202r2,Q202r3,Q202r4,Q202r5,Q202r6,Q202r7,Q202r8,Q203r1,Q203r2,Q203r3,Q203r4,Q203r5,Q203r6,Q203r7,Q203r8,Q203r9,Q203r10,Q203r11,Q203r12,Q203r13,Q203r14,Q203r15,Q203r16,Q204r1,Q204r2,Q204r3,Q204r4,Q204r5,Q204r6,Q204r7,Q204r8,Q204r9,Q204r10,QJob,QJobr97oe,QIndustry,QIndustryr97oe,QRevenue,QEmployees,Exit,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,fp_etag,fp_html5,fp_flash,fp_browser,dcua,url,session,sesskey,identifier,speeder,qtime_min,filter_$,SL,Q100_SD,Q201_SD,SL_Count,gibberish_Exit,gibberish_count,strikes,Total,QIndustryBanner
793,k359m8h8b92pbyxp,3/19/21 5:32,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,38,1965,1,56,5,4,10,1,1,3,8,9,7,3,6,10,0,0,0,0,0,0,1,0,0,10,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,2, ,1,1, ,1,214.75,14, ,10, ,1,2,3/19/21 5:28, ,24.131.75.12, , ,1,"Mozilla/5.0 (Linux; Android 11; SM-G973U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36",9fwcuuhapmtn213u,vdkq9exb2a9v1dda, , ,sa,/survey/selfserve/2135/210303?identifier=K_e41db212c6&sesskey=g2gi5tximo1h4bsa&mobile=yes,vdkq9exb2a9v1dda,g2gi5tximo1h4bsa,K_e41db212c6,0,3.579166667,1,1,3.552776692,0,1,0,0,1,1,1
799,npb17chpdmtte25c,3/19/21 5:59,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,13,1956,2,65,6,3,7,98,98,98,1,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,1,1,ask if we have closed the business as a result of covid,1,280.96,5, ,10, ,5,6,3/19/21 5:54, ,104.235.42.148, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",3pbhxxb07s0pjjev,zrfm3ffzjp8xexvf, , ,..,/survey/selfserve/2135/210303?identifier=K_cqut4ao1ft&sesskey=g3mzdmp9p86yxzgh,emd2b7rfh787xsxz,g3mzdmp9p86yxzgh,K_cqut4ao1ft,0,4.682666667,1,1,46.08940587,0,1,0,0,1,1,1
806,zdcd0z8nbv5zf132,3/19/21 6:29,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,40,1955,3,66,6,3,2,2,2,2,2,2,2,5,8,2,0,0,0,0,0,0,1,0,0,9,5,5,3,3,3,3,3,3,1,3,2,1,3,3,1,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,1,1, ,1,309.47,4, ,10, ,5,6,3/19/21 6:23, ,40.94.28.40, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",x875b3qedckevcvm,xjxh6u7acg1ndp2x, , ,..,/survey/selfserve/2135/210303?identifier=K_wztf97e5ky&sesskey=g0ymzgp4w8hohvci,eh4cnpp0xh06pmdp,g0ymzgp4w8hohvci,K_wztf97e5ky,0,5.157833333,1,0,2.024845673,0.816496581,0,0,0,0,1,1
811,qj9fq9apptga382f,3/19/21 6:56,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,20,1970,3,51,5,4,5,3,3,3,4,3,4,98,8,9,0,0,0,0,0,0,1,0,0,5,5,5,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, ,2, ,8,4, ,1,162.9,4, ,12, ,5,6,3/19/21 6:53, ,96.83.98.206, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,pr6sxvrzgrr64cna,5j2nx0br55hk6nsr, , ,..,/survey/selfserve/2135/210303?identifier=K_jpmnfn38hn&sesskey=g3vjx9e5gulr9drt,5j2nx0br55hk6nsr,g3vjx9e5gulr9drt,K_jpmnfn38hn,0,2.715,1,0,29.59354284,0.543905629,0,0,0,0,1,1
816,7j2kckr1s6enh918,3/19/21 7:24,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,38,1946,1,75,7,3,6,3,6,10,3,10,3,3,9,10,0,0,0,0,0,1,0,0,0,5,5,5,3,3,3,3,1,3,1,3,3,3,1,3,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,2, ,3,2, ,1,357.17,4, ,10, ,5,6,3/19/21 7:18, ,174.59.159.91, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",kjdxekv70e7kbz0d,2q5zx7ytdjtp6t9u, , ,..,/survey/selfserve/2135/210303?identifier=K_n6u43nvo6h&sesskey=g0e0l78uvtnry6ig,6syh7zwbb0ssuz06,g0e0l78uvtnry6ig,K_n6u43nvo6h,0,5.952833333,1,0,3.198958164,0.957427108,0,0,0,0,1,1
820,b59b1zujxxh4vffp,3/19/21 7:45,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,10,1987,3,34,3,5,10,10,9,10,10,10,10,9,10,10,0,0,1,0,0,1,0,0,0,8,10,8,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,3,3,none,1,226314.21,4, ,10, ,5,6,3/19/21 7:36, ,144.202.7.92, , ,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",hwsfzv9sq3x9c32m,9dbb3wvau6pf87sz, , ,..,/survey/selfserve/2135/210303?identifier=K_spj99uqsy5&sesskey=g2v9mxh2jrbhm3zp,9dbb3wvau6pf87sz,g2v9mxh2jrbhm3zp,K_spj99uqsy5,0,3771.9035,0,0,0.421637021,0.403112887,0,0,0,0,1,1
823,6uqq7ntgbas92k7r,3/19/21 7:55,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,5,1961,4,60,6,3,10,9,10,10,10,10,10,9,9,10,0,0,0,0,0,1,0,0,0,10,10,5,2,3,3,2,3,3,1,3,3,1,2,3,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,13,6, ,1,193.97,4, ,10, ,5,6,3/19/21 7:52, ,12.53.116.42, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",ms9zqucft8x0mtgg,rphv62yttfm5fjxn, , ,..,/survey/selfserve/2135/210303?identifier=K_fz7j8wn7tx&sesskey=g3scsnhudh9c9lwq,rphv62yttfm5fjxn,g3scsnhudh9c9lwq,K_fz7j8wn7tx,0,3.232833333,1,0,0.483045892,0.806225775,0,0,0,0,1,1
825,tc4nkanagz846k3h,3/19/21 8:16,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,43,1984,3,37,3,5,8,7,8,9,6,9,8,6,9,6,0,0,0,0,1,1,0,0,0,3,4,3,4,1,4,4,2,2,1,4,2,3,2,4,1,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,2,1, ,1,1275.3,5, ,10, ,5,6,3/19/21 7:54, ,68.201.170.144, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",2zcb54ecp0y0ce1u,c6rvu9j7fwwgn10s, , ,..,/survey/selfserve/2135/210303?identifier=K_2a1zpptzl8&sesskey=g1j7zdvmlp4xibox,au52exr6qc5qbca9,g1j7zdvmlp4xibox,K_2a1zpptzl8,0,21.255,0,0,1.264911064,1.258305739,0,0,0,0,1,1
826,ve39yzcm2mekc1n8,3/19/21 7:59,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,5,1985,4,36,3,5,10,10,10,10,10,10,10,10,10,10,0,0,1,0,1,1,0,0,0,9,10,10,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,3,3,none,1,210.84,4, ,10, ,5,6,3/19/21 7:55, ,45.77.195.209, , ,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",d305f7dpwtd8wvns,6m571gy9hb2qfta1, , ,..,/survey/selfserve/2135/210303?identifier=K_qsbwditipc&sesskey=g2vebln524zup4k9,6m571gy9hb2qfta1,g2vebln524zup4k9,K_qsbwditipc,0,3.514,1,1,0,0.5,1,0,0,1,1,1
831,7hvypmnqkv4zv9dh,3/19/21 8:34,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,10,1985,3,36,3,5,9,10,10,10,10,9,10,10,10,10,0,0,1,0,1,1,0,0,0,9,10,10,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,3,3,none,1,216.41,4, ,10, ,5,6,3/19/21 8:29, ,66.42.77.12, , ,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",wu1u02sc3uh9gbph,jtuxdxqxcf1vc42z, , ,..,/survey/selfserve/2135/210303?identifier=K_nnusk549s9&sesskey=g36s913gad89z28l,jtuxdxqxcf1vc42z,g36s913gad89z28l,K_nnusk549s9,0,3.606833333,1,0,0.421637021,0.5,0,0,0,0,1,1
833,xcmnzfdcqs49nqhs,3/19/21 8:41,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,38,1978,1,43,4,4,10,10,10,10,7,10,7,6,7,9,0,1,0,0,1,1,0,0,0,0,0,2,2,3,3,3,3,3,1,1,3,2,3,3,3,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,2, ,2,1, ,1,399.13,3, ,10, ,5,6,3/19/21 8:34, ,108.8.85.59, , ,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",987qd19p31k4b6kf,7gjr8kcfy6w9x09t, , ,..,/survey/selfserve/2135/210303?identifier=K_7ce2e38e8b&sesskey=g1l3hx0n7keatpcx,7gjr8kcfy6w9x09t,g1l3hx0n7keatpcx,K_7ce2e38e8b,0,6.652166667,1,0,1.646545205,0.885061203,0,0,0,0,1,1
913,k3h2m6es023vsgbs,3/19/21 9:40,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,44,1947,4,74,7,3,8,3,5,8,4,3,6,3,8,10,0,0,0,1,0,0,0,0,0,2,1,2,2,3,3,3,2,2,2,3,2,3,3,3,3,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,2, ,2,1, ,1,243.09,4, ,10, ,5,6,3/19/21 9:35, ,40.94.28.13, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",nf2j4rf0ygc2vdcx,xbd9j0ntkzg94z18, , ,..,/survey/selfserve/2135/210303?identifier=K_ghbkznwtav&sesskey=g3mdafoy6e1codp3,prc95gm7vpypb68g,g3mdafoy6e1codp3,K_ghbkznwtav,0,4.0515,1,0,2.573367875,0.62915287,0,0,0,0,1,1
1001,fk4fexexseq064pb,3/19/21 10:08,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,14,1970,2,51,5,4,8,5,5,9,7,9,8,6,9,7,0,0,0,0,0,1,0,0,0,3,4,4,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, ,2, ,4,4, ,1,211.31,4, ,12, ,5,6,3/19/21 10:05, ,96.94.229.189, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:86.0) Gecko/20100101 Firefox/86.0,d49px7jaj27k0y6a,maesg28cq3wq0xqt, , ,..,/survey/selfserve/2135/210303?identifier=rnu2azv2owvz1st5&sesskey=g0ytet6hl37ib8pj,maesg28cq3wq0xqt,g0ytet6hl37ib8pj,rnu2azv2owvz1st5,0,3.521833333,1,0,1.567021236,0.806225775,0,0,0,0,1,1
1043,map8ja2u40vh90uq,3/19/21 10:48,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,13,1948,2,73,7,3,9,4,6,6,5,9,5,6,6,8,0,0,0,0,0,1,0,0,0,7,5,5,3,4,4,3,4,4,2,4,4,3,1,3,3,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,2, ,5,3, ,1,313.21,4, ,10, ,5,6,3/19/21 10:43, ,174.85.14.154, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.57",4xk9ht4jqfvjwt0w,h9z7ytucvujgyf43, , ,..,/survey/selfserve/2135/210303?identifier=K_54ba2df5f2&sesskey=g3vjx98o7z8zepr1,h9z7ytucvujgyf43,g3vjx98o7z8zepr1,K_54ba2df5f2,0,5.220166667,1,0,1.712697677,0.856348839,0,0,0,0,1,1
1230,pzba2a9z81z1rzpm,3/19/21 12:46,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,43,1991,3,30,3,5,4,5,5,5,10,10,10,8,7,3,0,0,0,0,0,0,0,1,0,4,4,4,3,4,3,3,1,4,1,3,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,2, ,14,8, ,1,225.12,4, ,10, ,5,6,3/19/21 12:42, ,47.185.58.244, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",geskj9rwvru3wy3r,1dvt5cvafk2w4ueu, , ,..,/survey/selfserve/2135/210303?identifier=K_atuy5it7lb&sesskey=g0dr2lat69vlfs5e,1dvt5cvafk2w4ueu,g0dr2lat69vlfs5e,K_atuy5it7lb,0,3.752,1,0,2.668749187,1.204159458,0,0,0,0,1,1
1297,gdx12r24acfys96r,3/19/21 13:15,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,5,1954,4,67,6,3,10,5,4,10,5,10,8,10,5,5,0,0,0,0,0,0,1,0,0,6,7,5,3,3,3,3,1,4,3,3,3,3,3,3,1,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,1,1, ,1,291.42,4, ,10, ,5,6,3/19/21 13:10, ,155.186.98.32, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",1b8q41sfq8evvrs5,m2dpwhcjgmz6z0h1, , ,..,/survey/selfserve/2135/210303?identifier=K_505xmkt57h&sesskey=g3sbkb3x4nkz8pwh,bk5m8vsu5gmewd1y,g3sbkb3x4nkz8pwh,K_505xmkt57h,0,4.857,1,0,2.616188916,0.87321246,0,0,0,0,1,1
1305,2xrwd3hb1x90hv3u,3/19/21 13:27,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,44,1983,4,38,3,5,7,4,4,4,9,10,10,8,7,8,0,0,0,0,0,1,0,0,0,4,5,5,2,3,3,3,3,3,3,1,3,3,3,3,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2, ,7,3, ,1,241.62,4, ,10, ,5,6,3/19/21 13:23, ,73.63.63.138, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",91tqb23rtj6x67yw,227jsjmd4jcfgruc, , ,..,/survey/selfserve/2135/210303?identifier=K_y2bwkro6an&sesskey=g1x4uzhrxaagqpr2,bww52sneyud07mj3,g1x4uzhrxaagqpr2,K_y2bwkro6an,0,4.027,1,0,2.378141198,0.727438428,0,0,0,0,1,1
1309,hvj8nfg9m4afv6b7,3/19/21 13:35,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,32,1961,1,60,6,3,5,5,4,3,8,7,9,5,7,7,0,0,0,0,0,0,1,0,0,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,2,1,nothing i can think of,1,295.76,5, ,10, ,5,6,3/19/21 13:29, ,199.58.145.97, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",r9mha70t5gzn2p7r,tppfhqjb9dmayht3, , ,..,/survey/selfserve/2135/210303?identifier=K_dkqfi4u8im&sesskey=g3nce8yt592od89l,tgtv7wfr60gsparj,g3nce8yt592od89l,K_dkqfi4u8im,0,4.929333333,1,1,1.885618083,0,1,0,0,1,1,1
1311,gs527deuv4y62gzn,3/19/21 13:52,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,41,1985,2,36,3,5,8,1,1,1,1,2,8,1,1,1,0,0,0,0,0,0,1,0,0,4,6,6,3,4,3,4,3,3,4,4,2,3,3,2,3,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,Carpenter,2, ,2,1, ,1,396,4, ,10, ,5,6,3/19/21 13:45, ,66.6.6.181, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",vf7x18yh1d1hjbpu,xvea24w63jrrqnck, , ,..,/survey/selfserve/2135/210303?identifier=K_f58jwsrqdw&sesskey=g0zva6cawbz0mgsh,xvea24w63jrrqnck,g0zva6cawbz0mgsh,K_f58jwsrqdw,0,6.6,1,0,2.915475947,0.730296743,0,0,0,0,1,1
1315,95cpftbr35v2rd9b,3/19/21 14:36,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,27,1982,2,39,3,5,4,5,6,8,10,7,10,6,6,2,0,0,0,0,0,1,0,0,0,7,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,2, ,5,4, ,1,405.92,4, ,10, ,5,6,3/19/21 14:29, ,209.34.194.206, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",c0pn7u4m7rzda9yx,ykrcnug312yec9ku, , ,..,/survey/selfserve/2135/210303?identifier=xl48ie73j9q6gw7g&sesskey=g1yncdktdkfautmu,ykrcnug312yec9ku,g1yncdktdkfautmu,xl48ie73j9q6gw7g,0,6.765333333,1,0,2.503331114,0.341565026,0,0,0,0,1,1
1325,zbyfwsb5u1qpbdmq,3/19/21 15:49,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,46,1962,3,59,5,3,10,7,7,10,10,10,10,10,6,10,0,0,0,0,0,1,0,0,0,4,4,5,3,2,2,2,2,3,1,1,2,1,2,3,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,13,7, ,1,239.69,12, ,11, ,1,1,3/19/21 15:45, ,108.62.116.178, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",8p2xjemxrx257wqg,afccewsygf0nj6nu, , ,si,/survey/selfserve/2135/210303?identifier=K_qou5ux6c17&sesskey=g25bxzf14gddd6zn&mobile=yes,afccewsygf0nj6nu,g25bxzf14gddd6zn,K_qou5ux6c17,0,3.994833333,1,0,1.632993162,0.75,0,0,0,0,1,1
1328,2shu48tx4xfg1v7n,3/19/21 16:20,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,9,1980,3,41,4,4,9,5,9,5,5,8,6,7,5,7,0,0,0,0,0,0,1,0,0,8,5,5,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,1,1, ,1,147.21,12, ,11, ,1,1,3/19/21 16:17, ,107.77.215.162, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",wy1q2buxqv1a9z5e,ra3xm26e946wgupj, , ,si,/survey/selfserve/2135/210303?identifier=K_lkgcsa4bvg&sesskey=g3i2e50sqe8sn6pj&mobile=yes,ra3xm26e946wgupj,g3i2e50sqe8sn6pj,K_lkgcsa4bvg,0,2.4535,1,0,1.646545205,0.447213595,0,0,0,0,1,1
1338,82kj5ehdu4npnhaa,3/19/21 20:33,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,23,1964,2,57,5,3,6,1,3,4,3,8,4,1,3,2,0,0,0,0,1,0,0,0,0,3,5,5,3,4,3,3,3,3,1,3,3,3,3,3,3,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,3,1, ,1,167.52,4, ,10, ,5,6,3/19/21 20:30, ,72.50.206.93, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",kwd45tqs87dwn5ep,z8g73crg50ypre7r, , ,..,/survey/selfserve/2135/210303?identifier=K_fkhrfe9m6k&sesskey=g3ncexwrhfe57w9b,z8g73crg50ypre7r,g3ncexwrhfe57w9b,K_fkhrfe9m6k,0,2.792,1,0,2.173067468,0.87321246,0,0,0,0,1,1
1342,rq6jfx2gc6e8sj13,3/20/21 2:15,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,32,1960,1,61,6,3,4,10,8,9,4,3,7,6,5,3,0,0,0,1,0,0,0,0,0,2,3,1,2,4,4,3,2,4,2,3,4,4,4,3,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2, ,3,2,seeking Q&A on in-depth understanding if certain industries ironically found niche benefits or suffering from recent health shutdowns that forced them to accelerate services to survive or cutback a lot. and if being fast acting to respond determined their business survival. Covid has exposed major declines and major increases in certain services and materials that in retrospect were predictable and we can learn from that in anticipating future major events and knowing in advance how to respond.  I suggest y,1,4297.02,4, ,10, ,5,6,3/20/21 1:03, ,104.247.227.108, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",83p7xy4t632t3n39,3cn67gb4k99utv80, , ,..,/survey/selfserve/2135/210303?identifier=K_vvo3pzw5i7&sesskey=g04ejdugn1j42cjj,3cn67gb4k99utv80,g04ejdugn1j42cjj,K_vvo3pzw5i7,0,71.617,0,0,2.514402955,1.108677891,0,0,0,0,1,1
1346,8kjzt6k48a58u4gb,3/20/21 5:10,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,49,1952,2,69,6,3,10,7,8,10,10,10,10,10,10,7,0,0,0,0,1,0,0,0,0,3,6,7,2,2,3,1,2,4,2,2,4,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,Many others,2, ,3,1,Love your Company,1,359.04,12, ,11, ,1,1,3/20/21 5:04, ,72.129.157.30, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",a2rhpwtfmmrquxf6,d69prgr10xgs2y11, , ,si,/survey/selfserve/2135/210303?identifier=ou1ye3slf79h1xbd&sesskey=g2noz79sux4zed7x&mobile=yes,d69prgr10xgs2y11,g2noz79sux4zed7x,ou1ye3slf79h1xbd,0,5.984,1,0,1.316561177,0.885061203,0,0,0,0,1,1
1350,k8wr7dsqgyq8dvbt,3/20/21 6:58,"qualified,/Total/Total,/Industry/OoKbM,20210318_05:19_v3",3,1,1,1,1,14,1969,2,52,5,4,8,5,7,6,3,9,3,5,8,6,0,0,0,0,1,0,0,0,0,7,3,2,2,4,4,3,4,4,4,1,4,3,3,3,1,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,2, ,1,1, ,1,724.2,4, ,10, ,5,6,3/20/21 6:45, ,162.154.32.15, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",dbk959ky68gwxywj,yt071hpsx2avjh3r, , ,..,/survey/selfserve/2135/210303?identifier=K_otsrcfk25e&sesskey=g3oylb8za6zjn8dr,ftmx3gxv06v8wkm7,g3oylb8za6zjn8dr,K_otsrcfk25e,0,12.07,0,0,2.054804668,1.223042654,0,0,0,0,1,1
