record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
2796,yung1xkr4befn7ff,6/6/20 15:08,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1967,53,5,4,10,10,10,10,7,5,5,8,10,7, ,10,0,10,90,0,0,70,30,0, , ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3, , , , , , ,3, , , , , , ,3, , ,8,4,2,5,4,3,2,4,6,6, ,14,9, ,1,391.92,3, ,10, ,5,6,6/6/20 15:01, ,40.94.27.75, , ,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=ee1g2y1auqisuoac&sesskey=g1anure67ks0t6fn,cr6d6heqh0g2zzt6,g1anure67ks0t6fn,ee1g2y1auqisuoac,6zavu86j62vuzdhk,cr6d6heqh0g2zzt6, , ,6.532,1,5, , , , , , , , , , , ,1, , , , , ,2,6,2
2799,u4r1yha37369yc41,6/6/20 15:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,46,3,1983,37,3,5,10,10,97,10,9,9,97,10,97,10, ,97,55,35,10,0,55,35,10,0, , ,0,0,0,0,0,0,0,1,0,97,97,97,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,2,3,2,3,2,3,3,2,3,2,99,2,2,3,3,8,5,3,4,5,5,5,4,4,1, ,5,5,"nothing, it was really good",1,968.62,4, ,10, ,5,6,6/6/20 15:09, ,162.210.192.154, , ,1,"Mozilla/5.0 (Windows NT 10.0; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_2veyh1061i&sesskey=g3onq0bw6ga04vdf,ur3qtfjzhyzhvbmv,g3onq0bw6ga04vdf,K_2veyh1061i,bdfw977unb5q3y1h,ur3qtfjzhyzhvbmv, , ,16.14366667,1,3,1,1, , , , , , , , , , , , , , , , ,6,2
2800,dgqnvh0ffa6es9v7,6/6/20 15:19,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,49,2,1963,57,5,3,8,8,10,10,8,6,9,9,7,6, ,8,40,50,10,0,50,40,10,0, , ,0,0,0,0,0,0,1,0,0,10,8,7,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,3,3,3,2,2,2,2,2,1,1,3,2,3,1,3,2, , , ,2,2,1,3,2,2,3, ,1, ,1, ,2,8,4,4,5,3,5,4,3,10,5, ,14,11,"hands up in the sky, I am your galaxy. It is what we should acclaim now with this virus crown",1,563.89,5, ,10, ,5,6,6/6/20 15:09, ,72.14.176.152, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_7lf5paxt8e&sesskey=g29usacy6ai45i1k,9hmgaxgh8pr71mw4,g29usacy6ai45i1k,K_7lf5paxt8e,vbhufyajcn316gb6,9hmgaxgh8pr71mw4, , ,9.398166667,1,5, , , , , ,1, , , , , , , , , , , ,2,6,2
2803,3fc385xya04uqgnw,6/6/20 15:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,35,2,1955,65,6,3,8,3,4,3,8,8,8,4,4,3, ,9,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,4,4,4,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,99,3,99,99,3,99,1,3,99,99,1,99,3, , , , , , , , , ,3, , , ,3, , ,8,3,4,3,3,3,3,3,23,97,Pharmaceuticals,14,10, ,1,493.59,13, ,11, ,5,6,6/6/20 15:18, ,173.88.82.26, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=yisxyrn2abknyq82&sesskey=g3f4wf5frnkz8lm9,3buyqgrqx1ypguhv,g3f4wf5frnkz8lm9,yisxyrn2abknyq82,f9eha0t00uzv2xzg,3buyqgrqx1ypguhv, , ,8.2265,1,5, , , , , , , , , , , , , , , , , ,2,6,2
2810,jh8y3sk0w7b3ywcr,6/6/20 16:07,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1988,32,3,5,97,97,97,97,1,1,10,1,97,10, ,97,50,45,5,0,50,45,5,0, , ,0,0,0,0,0,0,1,0,0,5,5,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,8,5,3,5,5,5,5,5,15,2, ,5,5,"yes, like how this could impact in the future because this is getting worse and dont even know when this gonna last",1,468.7,4, ,10, ,5,6,6/6/20 15:59, ,209.50.48.99, , ,1,"Mozilla/5.0 (Windows NT 10.0; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_452s2e32tj&sesskey=g3onq0bw6g5ypxd9,g59mddeveq9fb1ne,g3onq0bw6g5ypxd9,K_452s2e32tj,9xj7j8meafku5eqj,g59mddeveq9fb1ne, , ,7.811666667,1,3,1, , ,1, , , , , , , , , , , , , ,1,6,2
2814,t5jd0rrxemrc76xc,6/6/20 16:11,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1961,59,5,3,8,8,6,5,8,8,8,5,8,3, ,8,50,25,25,0,25,25,50,0, , ,0,0,0,0,1,1,0,0,0,2,2,7,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3, , , , , , ,99, , ,99, , , , , , ,8,3,3,3,3,3,3,3,1,97,Health Care,3,2, ,1,272.52,4, ,10, ,5,6,6/6/20 16:06, ,104.238.46.102, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 ADG/11.0.2690 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_5d2ae3c2a4&sesskey=g25uhyflqj7yv5rp,7f77ts119csmfx3q,g25uhyflqj7yv5rp,K_5d2ae3c2a4,74kd0c2bzhf4aa85,gptmmtc4csv17s0c, , ,4.542,1,1, , , , , , , , , , , , , , , , , ,2,6,2
2815,sgkavrsnc4798tu5,6/6/20 16:24,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,16,2,1971,49,4,4,8,7,5,6,3,6,3,2,2,98, ,9,100,0,0,0,70,30,0,0, , ,0,0,1,0,0,1,0,0,0,7,8,4,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,99,3,3,3,99,3,3,3,3,3,3,1,1,3,3, , , , , , , , , , , , ,3,3, , ,8,3,3,3,3,3,3,3,6,5, ,99,99,Job descriptions: Allow multiple selecions.  Mostr peaople wear many hats equally.  I have three.,1,490.88,4, ,10, ,5,6,6/6/20 16:15, ,3.91.89.141, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=x73emi12ss48vicv&sesskey=g21c3ym3an9pb6wj,wswrh1chvehj0jc0,g21c3ym3an9pb6wj,x73emi12ss48vicv,jabzgjgn6npan7df,wswrh1chvehj0jc0, , ,8.181333333,1, , , , , , ,1, , , , , , , , , , , ,2,6,2
2818,1v4h05f5dbxxxgun,6/6/20 16:51,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,1,3,1974,46,4,4,7,6,6,7,2,4,7,6,2,2, ,6,60,35,5,0,50,40,10,0, , ,0,0,0,0,0,1,0,0,0,4,6,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,99,3,3,99,3,1,1,99,3,3,3,99,1,3,3, , , , , , ,3,2, , , , , ,3, , ,8,6,4,3,4,3,3,3,2,1, ,3,2, ,1,503.42,12, ,11, ,1,1,6/6/20 16:42, ,69.226.185.253, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_44sb3rnoaf&sesskey=g0sqkv7i210z7gou&mobile=yes,qa4sa4ktqanqmpqm,g0sqkv7i210z7gou,K_44sb3rnoaf,c7m6cjbsgt6s2hzv,bpt72a1hmwaa87rw, , ,8.390333333,1,1,1,1, , , , , , , , , , , , , , , ,2,6,2
2830,bu6bd5dnzup0x1yz,6/6/20 18:58,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1954,66,6,3,10,6,7,7,3,9,5,1,1,1, ,9, , , ,1, , , ,1, , ,0,0,0,0,0,0,1,0,0,3,2,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,3,3,3,3,99,3,3,3,99,1,3,3,3,3,3, , , , , , , , , , ,99, , , , , ,6,6,6,3,3,3,6,4,4,2, ,1,1, ,1,627.92,14, ,12, ,1,2,6/6/20 18:47, ,40.94.103.7, , ,1,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,sa,/survey/selfserve/2135/200602?identifier=cbwfau8i338fchu1&sesskey=g1faonffvbn5575o,mwue9yaygqu0tj0g,g1faonffvbn5575o,cbwfau8i338fchu1, , , , ,10.46533333,1,1,1, , ,1, , , , , , , , , , , , , ,2,4,2
2979,a3zhgdwu1x509kzr,6/7/20 6:07,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,14,2,1973,47,4,4,8,6,9,8,7,9,7,5,6,5, ,9,25,50,25,0,15,75,10,0, , ,0,0,0,0,0,0,0,1,0,2,0,4,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,3,3,99,2,2,99,1,2,3,3,3,3,1,1,3,99, , , ,2,2, ,3,1, , , , ,2,3, , ,8,3,4,4,5,4,3,3,2,1, ,4,2, ,1,588.52,12, ,11, ,1,1,6/7/20 5:55, ,99.110.2.51, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_tfkm4jzazu&sesskey=g0dxpdbnx3edk5f6&mobile=yes,02egwscm4bt0kd6e,g0dxpdbnx3edk5f6,K_tfkm4jzazu,nvu2qd932mds7dfy,wa2vt6gkqd1uav09, , ,9.808666667,1,1,1,1, , , , , , , , , , , , , , , ,2,6,2
2987,f3c7drsqvxccky3k,6/7/20 7:44,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,14,2,1962,58,5,3,10,10,10,10,10,10,98,98,10,98, ,10,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3, , , , , , ,99, , , , , , , ,99, ,8,6,6,6,6,6,6,6,30,2,"repair,restore,remodel homes",1,1, ,1,326.22,4, ,12, ,5,6,6/7/20 7:38, ,68.44.196.101, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=K_653ed1763f&sesskey=g1q2p4wsaxnn978g,f12d531mes16vpdc,g1q2p4wsaxnn978g,K_653ed1763f,x7epp7herje2ndy5,8hp2b9tegd4a8275, , ,5.437,1,1,1, , ,1, , , , , , , , , , , , , , ,6,2
2995,ek1ympuev4852cgb,6/7/20 9:00,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1952,68,6,3,7,5,9,8,1,1,4,5,1,1, ,4,10,90,0,0,10,90,0,0, , ,0,0,0,0,0,0,1,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3, , , , , , , , , , , , , ,3, , ,8,3,3,3,3,3,3,3,30,3, ,99,1, ,1,652.02,4, ,10, ,5,6,6/7/20 8:49, ,107.196.235.127, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.125",..,/survey/selfserve/2135/200602?identifier=K_4nqeggenyk&sesskey=g3fqw95tny0qhly1,nfc83wvgavvmtg7f,g3fqw95tny0qhly1,K_4nqeggenyk,1upd2kf3b1fnw1nt,nfc83wvgavvmtg7f, , ,10.867,1,1, , , , , , , , ,1, ,1, , , , , , ,2,6,2
2996,5pym9d41f6dr8m2b,6/7/20 9:17,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,23,2,1968,52,5,4,4,5,5,4,3,7,6,6,8,1, ,6,80,10,10,0,80,10,10,0, , ,0,0,0,0,1,0,0,0,0,6,6,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,1,3,3,1,1,1,3, , , , , , ,2, , ,3, , ,2,3,2, ,8,4,3,3,3,3,3,3,28,10, ,3,6,how much PPE is being provided and how much is being used.,1,795.4,14, ,10, ,1,2,6/7/20 9:04, ,140.186.228.211, , ,1,"Mozilla/5.0 (Linux; Android 10; rv:79.0.3945.93) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.93 Mobile Safari/537.36",sa,/survey/selfserve/2135/200602?identifier=K_5dr1pvp6e9&sesskey=g1rvubpox4tmi62x&mobile=yes,gvfq89772b2hd0kj,g1rvubpox4tmi62x,K_5dr1pvp6e9,jtp4j13f3yryt1r5,gvfq89772b2hd0kj, , ,13.25666667,1,3, , , , , , , , ,1,1, , , , , , , ,2,6,2
3006,9cb0vcpc3tnxzhh0,6/7/20 9:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,6,4,1955,65,6,3,9,9,9,9,5,4,9,7,5,6, ,9,90,10,0,0,90,10,0,0, , ,0,0,0,0,0,0,1,0,0,4,4,4,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,99,1,3,3,3,3,3,1,1,1,3, , , , , , ,2, , , , , ,2,2,2, ,8,3,4,3,3,3,3,3,30,97,retail,3,1, ,1,515.43,4, ,10, ,5,6,6/7/20 9:23, ,64.17.89.80, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_ed97d0a9c9&sesskey=g0gsri4jeumnmdaf,h9v1tn1qsvxtpr64,g0gsri4jeumnmdaf,K_ed97d0a9c9,9w8h9yh1qtxvdp4z,h9v1tn1qsvxtpr64, , ,8.5905,1,1, , , , , , , , , , , , , , , , , ,2,6,2
3007,7gbncq84w4gxv56g,6/7/20 9:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,4,3,1955,65,6,3,7,8,8,7,4,4,7,5,5,98, ,8,0,0,100,0,0,100,0,0, , ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,8,5,5,5,5,5,5,5,30,97,telecom,1,1,fear,1,284.14,4, ,2, ,5,6,6/7/20 9:26, ,166.137.139.21, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",..,/survey/selfserve/2135/200602?identifier=K_368975c9d2&sesskey=g3fr4homnjqw43yy,t3md1gm0hasu8wkz,g3fr4homnjqw43yy,K_368975c9d2,p8xkntt7ju5jf33a,t3md1gm0hasu8wkz, , ,4.735666667,1,1, , , , , , , , , , , , , , , , , ,2,6,2
3011,81wc64cyj73gn50g,6/7/20 9:48,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1972,48,4,4,2,8,6,6,8,8,5,5,1,5, ,8,0,100,0,0,50,50,0,0, , ,0,0,0,0,1,0,0,0,0,3,97,97,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,99,99,3,2,99,2,3,3,3,3,3,99,2,2,2,2, , , ,2, ,2, , , , , , ,3,2,2,8,3,3,3,3,3,4,4,15,10, ,1,1, ,1,333.28,4, ,10, ,5,6,6/7/20 9:43, ,72.69.64.90, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_4bl0zr3msh&sesskey=g1bvegn4wz1p5g6p,hby7w82uzncx54hh,g1bvegn4wz1p5g6p,K_4bl0zr3msh,6fdfh1nme9bata7p,hby7w82uzncx54hh, , ,5.554666667,1,1, , , , , , , , ,1,1, , , , , , , ,1,6,2
3018,fv2bktkhfvs0qfud,6/7/20 10:19,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1978,42,4,4,8,6,9,8,2,8,9,1,7,7, ,4,65,25,10,0,70,0,30,0, , ,0,0,0,0,0,0,0,1,0,5,4,4,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,2,3,3,2,3,1,3,3,3,3,3,99,1,3,3, ,2, , ,2, ,99, , , , , , ,2, , ,6,3,5,4,3,4,6,4,2,1, ,4,2, ,1,440.03,12, ,11, ,1,1,6/7/20 10:12, ,104.3.66.165, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_vjlpwyc76f&sesskey=g3imwapptgir6myz&mobile=yes,sg7yma35gct48z0z,g3imwapptgir6myz,K_vjlpwyc76f,a095rec9wcswb23f,sg7yma35gct48z0z, , ,7.333833333,1,1,1,1, , , , , , , , , , , , , , , ,2,4,2
3030,12u3a2zebq1f9cgz,6/7/20 10:39,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1967,53,5,4,8,1,2,5,1,5,4,1,1,3, ,8,90,10,0,0,90,10,0,0, , ,0,0,0,0,0,0,0,1,0,5,3,5,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3, , , , , , , , , , ,2, , ,2, , ,6,3,3,3,3,3,3,3,23,7, ,7,11, ,1,385.23,13, ,11, ,5,6,6/7/20 10:32, ,47.184.246.175, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=K_vmr4m3kjj8&sesskey=g0de9ikbv2p7ta3y,ryrr5kp9kakck01j,g0de9ikbv2p7ta3y,K_vmr4m3kjj8,65qwe4pbjgznweju,ryrr5kp9kakck01j, , ,6.4205,1,5, , , , , , , ,1, , , , , , , , , ,1,4,2
3033,x4t6mwrxrm82zu9g,6/7/20 10:55,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1968,52,5,4,10,10,10,10,3,3,7,10,3,3, ,2,5,30,65,0,5,25,70,0, , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,2,3,2,1,3,3,3,2,1,1,1,2,1,1,1, ,1, ,2,2, , , ,1,2,3,2,1,8,5,4,5,3,5,3,5,30,2, ,1,1, ,1,542.8,4, ,10, ,5,6,6/7/20 10:45, ,67.233.150.224, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.121 Safari/537.36 Vivaldi/2.8.1664.44",..,/survey/selfserve/2135/200602?identifier=K_osnmltk0nj&sesskey=g0te925q7duc8hwh,j90887wsnvamah59,g0te925q7duc8hwh,K_osnmltk0nj,xc0tyjse9z24f0pc,7wvxhv1dfz525fnt, , ,9.046666667,1,1,1, , ,1, , , , , , , , , , , , , ,2,6,2
